Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
XS1591694481,2.995%-FRN SUB PERP EUR100000 'REGS',231338,TenneT Holding B.V.,Utilities,Netherlands,12/04/2017,10/12/2021,15/12/2021,1000,EUR,1.16,Perpetual,3,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,153",NA,NA,NA,"1,153",NA,NA,NA,"3,925","18,201","98,129","455,022",NA,NA,NA,NA,-572,"-661,267",,-901,"-1,145,534",,Moderate,NA,0,,100,100,100,100,100,https://www.tennet.eu/fileadmin/user_upload/Company/Our_Responsibility/CSR_2020/2020_GFR_TenneT_Holding_B.V..pdf
XS2207430120,2.374%-FRN SUB PERP EUR100000 'REGS',231338,TenneT Holding B.V.,Utilities,Netherlands,22/07/2020,10/12/2021,15/12/2021,1000,EUR,1.18,Perpetual,2.37,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,182",NA,NA,NA,"1,182",NA,NA,NA,"4,023","18,653","100,570","466,337",NA,NA,NA,NA,-572,"-677,712",,-462,"-547,441",,Moderate,NA,0,,100,100,100,100,100,https://www.tennet.eu/fileadmin/user_upload/Company/Our_Responsibility/CSR_2020/2020_GFR_TenneT_Holding_B.V..pdf
US70339PAA75,SR NT RULE 144A 4.500 Aug-15-2028,190988,Pattern Energy Operations LP,Utilities,United States,14/07/2020,18/11/2021,18/11/2021,700,USD,1,15-08-28,4.5,No sufficient information,0,0,0,0,0,0,100,No sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,84,0,,33,0,100,33,0,https://patternenergy.com/application/files/5215/9432/3593/Pattern_Energy_Operations_LP_Green_Financing_Framework_July_2020.pdf; https://patternenergy.com/application/files/4115/9432/3593/Pattern_Energy_Operations_LP_Green_Financing_Framework_Second-Party_Opinion.pdf
XS2197989382,0.518% SNR EMTN 30/06/2023 SEK1000000'47,227001,Statnett SF,Utilities,Norway,30/06/2020,23/11/2021,23/11/2021,2250,SEK,0.12,30-06-23,0.52,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-418,"-109,143",,NA,88,0,,100,100,100,100,100,https://www.statnett.no/globalassets/om-statnett/investorrelasjoner/green-bond-investor-letter-and-impact-report-2020.pdf
XS2306621934,0.375% SNR EMTN 23/05/2025 EUR100000'20',241587,Landsbankinn hf.,Financials,Iceland,25/02/2021,16/11/2021,16/11/2021,300,EUR,1.18,23-05-25,0.38,No sufficient information,0,0,0,0,0,0,100,No Sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,0,,41,0,100,33,29,https://www.landsbankinn.is/Uploads/Documents/Bankinn/EMTN/Landsbankinn-EMTN-Final-terms-EUR-25-02-2021.pdf; https://www.landsbankinn.is/Uploads/Documents/English/Investor-relations/2021-01-21-LB-Sustainable-Finance-Framework.pdf
XS2242176258,FRN SNR 10/2022 EUR100000 '925',240056,de Volksbank N.V.,Financials,Netherlands,07/10/2020,30/11/2021,30/11/2021,300,EUR,1.19,7/10/2022,0.2,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,"162,725",NA,NA,NA,"162,725",NA,NA,"1,333","10,159","2,666","20,319",NA,4,NA,NA,-6,"-2,054",,-10,"-3,663",,Moderate,26,75,,94,75,100,100,100,https://www.devolksbank.nl/assets/files/Green-Bond-Allocation-Report-2020.pdf; https://www.devolksbank.nl/assets/files/Green-Bond-Impact-Report-2020.pdf
FR0012270080,2.083% SNR EMTN 04/05/2029 EUR100000,NA,Essonne (Department of),Industrials,France,04/11/2014,16/12/2021,16/12/2021,40,EUR,1.14,4/5/2029,2.08,Sustainable,0,0,100,0,0,0,0,Transport,85,0,0,0,0,80,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,61,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,56,,23,93,0,0,0,https://essonne21.fr/spip.php?article2247; https://www.essonne.fr/fileadmin/1-le_departement/finances/2021_12_01_-_REPORTING_ISR_2021.pdf
FR0013310505,1.375%-FRN SUB PERP EUR100000 'REGS',48499,ENGIE SA,Utilities,France,16/01/2018,10/12/2021,16/12/2021,1000,EUR,1.16,Perpetual,1.38,Green,0,0,6,0,0,3,91,Renewable Electricity and Heat Production,100,70,0,0,1,3,0,0,0,0,0,0,27,0,0,28,36,0,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"-2,421","-2,798,542",,NA,40,63,,94,75,100,100,100,https://www.engie.com/en/csr/green-bonds; https://www.engie.com/sites/default/files/assets/documents/2019-09/engie-green-bond-framework-january-2018.pdf
XS1567475303,0.3% SNR MTN 17/02/22 EUR100000'306'REGS,43660,Skandinaviska Enskilda Banken AB (publ),Financials,Sweden,17/02/2017,15/12/2021,16/12/2021,500,EUR,1.15,17-02-22,0.3,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,52,0,0,0,13,0,31,0,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,"84,475",NA,NA,463,"84,475",NA,NA,"3,327","14,451","16,635","72,257",27,4,NA,NA,-311,"-179,130",,-377,"-217,449",,Moderate,98,79,,94,75,100,100,100,https://webapp.sebgroup.com/mb/mblib.nsf/alldocsbyunid/0E063FAA4B31E2D5C12586A0004E4390/$FILE/seb_green_bond_investor_report_2020.pdf
XS2149379211,2% SNR EMTN 30/03/2030 EUR100000'2020/2',43624,Koninklijke Philips N.V.,Health Care,Netherlands,30/03/2020,26/11/2021,26/11/2021,500,EUR,1.17,30-03-30,2,No sufficient information,0,0,0,0,0,0,100,No Sufficient Information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,84,0,,50,0,100,100,0,https://www.philips.com/c-dam/corporate/about-philips/investors/debt-info/Philips_-_Base_Prospectus_EMTN_Programme.pdf
XS1626191792,1.25% SNR BDS 07/06/2032 EUR100000'1462',234784,Nederlandse Waterschapsbank N.V.,Financials,Netherlands,07/06/2017,16/12/2021,17/12/2021,500,EUR,1.16,7/6/1932,1.25,Social,0,0,100,0,0,0,0,Social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,0,,50,25,100,33,43,https://nwbbank.com/download_file/815/530
FR0013064755,0.625% SNR MTN?,44455,"HSBC Continental Europe, S.A",Financials,France,03/12/2015,20/12/2021,20/12/2021,500,EUR,1.14,3/12/2020,0.63,Green,16,16,68,0,0,0,0,Renewable Electricity and Heat Production,100,51,0,0,4,0,0,36,0,0,3,0,6,0,0,23,20,1,0,0,0,2,0,36,0,0,0,0,0,0,0,278,"51,314",NA,NA,278,"51,314",NA,NA,"7,123","18,162","35,614","90,812",81,6,NA,NA,-271,"-155,117",,NA,NA,,Moderate,90,73,,93,100,100,100,71,https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/excel/201027-hsbc-green-and-sdg-asset-register-2020.xlsx?download=1 ; https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/pdfs/201110-hsbc-green-bonds-report-2020.pdf?download=1 ; https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/pdfs/161006-green-bonds-report.pdf?download=1
USN6600AAD56,NXP B V / NXP FDG LLC / NXP US SR GLBL REGS 30                ,169656,NXP B.V.,Information Technology,Netherlands,29/04/2020,20/12/2021,20/12/2021,1000,USD,1,1/5/1930,3.4,Green,0,0,1,0,0,0,99,Others Green,100,0,0,0,0,0,0,0,0,0,0,27,52,21,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,62,36,,74,65,100,100,29,https://www.nxp.com/docs/en/supporting-information/2020-GREEN-INNOVATION-BOND-REPORT.pdf
FR0013054897,1.75% SNR EMTN 25/05/2031 EUR100000 '43',NA,Mairie de Paris,Industrials,France,18/11/2015,21/12/2021,21/12/2021,300,EUR,1.14,25-05-31,0,Green,0,0,100,0,0,0,0,Others Green,100,1,0,0,0,43,0,0,7,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,14,0,0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-119,"-40,765",,NA,NA,58,,58,100,0,33,100,https://cdn.paris.fr/paris/2021/11/05/304af360652c61ad812755d6934f2d80.pdf
XS1057055060,2.5% GTD SNR EMTN 24/10/22 EUR100000'106,42800,Iberdrola International B.V.,Financials,Netherlands,24/04/2014,21/12/2021,22/12/2021,750,EUR,1.15,24-10-22,2.5,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,77,0,0,23,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,NA,NA,NA,944,NA,NA,NA,"6,072","21,535","48,575","172,276",29,NA,NA,NA,-318,"-275,620",,-159,"-137,631",,High,50,66,,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2020.pdf/425c407b-7e2e-e672-a287-eef61131f602?t=1630654990755; https://www.iberdrola.com/documents/20125/42169/Iberdrola_Framework_for_Green_Financing.pdf/5d2f964c-a785-0f6f-de35-9eae0fc83fc0?t=1630655010198 
FR0011332014,3.42% SNR BDS 01/10/2024 EUR1000,NA,Region of Nord-Pas-de-Calais,Industrials,France,01/10/2012,22/12/2021,22/12/2021,80,EUR,1.18,1/10/2024,3.42,No sufficient information,0,0,0,0,0,0,100,No sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,0,,0,0,0,0,0,https://www.capitaliq.com/CIQDotNet/FixedIncome/SecurityDetails.aspx?companyId=36033710&securityId=217393941
XS1324217733,?0.75% SNR NTS,44470,ING Bank N.V.,Financials,Netherlands,24/11/2015,22/12/2021,22/12/2021,500,EUR,1.14,24-11-20,0,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,60,0,0,0,0,0,40,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,18,0,0,0,0,0,0,644,"103,688",NA,"6,849,840",644,"103,688",NA,"6,849,840","12,035","30,259","60,173","151,295",78,5,NA,42,-659,"-376,584",,-658,"-376,006",,High,86,78,,94,75,100,100,100,https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Allocation-Report-2019.htm ; https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Impact-Report-2019.htm
XS1244060486,0.75% SNR EMTN 09/06/20 EUR1000'214'REGS,44519,ABN AMRO Bank N.V.,Financials,Netherlands,09/06/2015,24/11/2021,24/11/2021,500,EUR,1.14,9/6/2020,0.75,Green,0,0,100,0,0,0,0,Buildings,100,14,0,0,0,0,0,85,0,0,0,0,0,0,0,13,1,0,0,0,0,0,80,5,0,0,0,0,0,0,0,86,"141,264",NA,"797,896",86,"141,264",NA,"797,896","1,782","10,978","8,912","54,888",30,4,NA,10,-94,"-53,657",,-64,"-36,512",,Moderate,39,77,,100,100,100,100,100,https://assets.ctfassets.net/1u811bvgvthc/5iyKiXUzS0qdFmTGbfJW6R/22d28367dcb4d6b82204cec8d6ee4962/WE_Consultants_report_-_avoided_CO2_emissions_2019.pdf 
FR0013462728,2.75% SNR NTS 26/11/2026 EUR100000'REGS',226986,New Immo Holding S.A.,Real Estate,France,26/11/2019,14/12/2021,15/12/2021,300,EUR,1.16,26-11-26,2.75,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,NA,NA,NA,"18,125,040",NA,NA,NA,"18,125,040",657,"1,247","4,601","8,730",NA,NA,NA,5,-1,-363,,-1,-273,,High,13,56,,100,100,100,100,100,https://www.ceetrus.fr/sites/www.ceetrus.com/files/file_fields/2020/12/04/ceetrus-rapportgreenbond2020_0.pdf
FR0013535150,1.375% SNR NTS 17/09/2030 EUR100000'REGS,52446,Icade Sant? SAS,Real Estate,France,17/09/2020,28/12/2021,28/12/2021,600,EUR,1.18,17-09-30,1.38,Social,0,0,100,0,0,0,0,Social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,81,0,,73,50,100,100,43,https://www.icade.fr/finance/financement/financement-durable/documents-social-bond/rapport-social-bond-anglais-uniquement.pdf; https://www.icade.fr/en/finance/financing/sustainable-financing/documents-social-bond/icade-sante-social-bond-final-prospectus.pdf; https://www.icade.fr/finance/financement/financement-durable/documents-social-bond/icade-sante-social-bond-framework-septembre-2020.pdf
USV6277KAA26,SR SEC GLBL 22,NA,Neerg Energy Ltd.,Financials,Mauritius,06/02/2017,27/12/2021,27/12/2021,475,USD,1,13-02-22,6,Green,0,100,0,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,193",NA,NA,NA,"1,193",NA,NA,NA,"24,725","48,325","123,627","241,627",55,NA,NA,NA,"-1,936","-919,729",,"-2,425","-1,152,000",,High,NA,89,,100,100,100,100,100,https://renewpower.in/wp-content/themes/dt-the7/extra_files/files/Reduction_in_CO2_emission.pdf
FR0013415692,1.375% SNR NPF EMTN 24/04/2029 EUR100000,241516,La Banque Postale S.A.,Financials,France,24/04/2019,29/12/2021,05/01/2022,750,EUR,1.15,24-04-29,1.38,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,961,NA,NA,NA,961,NA,NA,NA,"30,571","43,484","305,712","434,838",98,NA,NA,NA,-363,"-312,936",,-75,"-64,444",,Moderate,NA,84,,94,75,100,100,100,https://www.labanquepostale.fr/content/dam/groupe/investisseurs/pdf/dette/dette-verte/2021/Green-Bond-Report-2020.pdf
XS2176686546,0.45% SNR EMTN 19/05/2025 EUR100000'111',44538,"Credit Suisse AG, London Branch",Financials,United Kingdom,18/05/2020,30/12/2021,06/01/2022,500,EUR,1.18,19-05-25,0.45,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,64,0,0,0,25,0,11,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,11,0,0,0,0,0,25,0,780,"26,030",NA,NA,780,"26,030",NA,NA,"77,820","63,753","389,098","318,764",178,7,NA,NA,-402,"-236,420",,-301,"-176,892",,Moderate,50,80,,94,75,100,100,100,https://www.credit-suisse.com/media/assets/about-us/docs/investor-relations/debt-investors/green-bonds/cs-green-bond-report-august_2021.pdf
BE0974365976,0.375%-FRN SNR EMTN 16/06/2027 EUR100000,42720,KBC Group NV,Financials,Belgium,16/06/2020,12/01/2022,12/01/2022,500,EUR,1.18,16-06-27,0.38,Green,0,0,91,0,0,0,9,Renewable Electricity and Heat Production,100,51,0,0,0,0,0,40,0,0,0,0,0,9,0,49,2,0,0,0,0,0,40,0,0,0,0,0,0,0,0,455,"122,301",NA,NA,455,"122,301",NA,NA,"3,227","19,141","22,586","133,986",32,5,NA,NA,-333,"-196,080",,-216,"-127,535",,Moderate,36,77,,99,96,100,100,100,https://www.kbc.com/content/dam/kbccom/doc/investor-relations/7-Debt-issuance/Green-Bonds/20210511-green-bond-Impact-report-2021.pdf; https://www.kbc.com/content/dam/kbccom/doc/investor-relations/7-Debt-issuance/Green-Bonds/20180605_KBC_GB_Framework.pdf
FR0013384567,1.45% SNR EMTN 30/11/2028 EUR100000 '18',231321,La Poste S.A.,Industrials,France,30/11/2018,11/01/2022,16/01/2022,500,EUR,1.15,30-11-28,1.45,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,29,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,29,0,172,"128,381","202,816,929",NA,172,"128,381","202,816,929",NA,"20,890","22,682","208,905","226,824",164,2,NA,NA,-17,"-9,673",,-25,"-14,232",,Moderate,NA,82,,94,75,100,100,100,https://le-groupe-laposte.cdn.prismic.io/le-groupe-laposte/d1af87b8-3203-4c45-9249-68abfd762a24_LGLP-Green-Bond-Report-2020-EN.pdf
FR0013463775,2%-FR LT2 EMTN 27/07/50 EUR100000'2'REGS,44342,CNP Assurances SA,Financials,France,27/11/2019,04/01/2022,05/01/2022,750,EUR,1.16,27-07-50,2,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,89,1,0,0,0,0,0,0,NA,"116,218",NA,"35,246,074",NA,"116,218",NA,"35,246,074","1,032","7,462","31,996","231,335",NA,5,NA,1,-2,"-1,810",,NA,NA,,High,81,79,,100,100,100,100,100,https://www.cnp.fr/en/cnp/content/download/10121/file/CNP-Assurances-Rapport-Obligation-Verte-2020-VA.pdf
US89236TGU34,GLOBAL MTN SER B 2.150 Feb-13-2030,44537,Toyota Motor Credit Corporation,Financials,United States,10/02/2020,04/01/2022,04/01/2022,750,USD,1,13-02-30,2.15,Green,0,0,0,100,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NA,NA,"789,805,903",NA,NA,NA,"789,805,903",NA,"11,945","90,447","119,447","904,474",NA,NA,NA,NA,-49,"-36,714",,-66,"-49,797",,High,73,70,,83,100,100,33,100,https://www.toyotafinancial.com/content/dam/tmcc-webcommons/toyotafinancial/documents/investor-relations/green-bond/Green_Bond_Impact_Report_February_2021.pdf
XS2233217558,GLBL REGS NT 28,43651,EDP Finance B.V.,Financials,Netherlands,17/09/2020,30/12/2021,30/12/2021,850,USD,1,24-01-28,1.71,Green,0,0,0,0,0,0,100,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,800",NA,NA,NA,"1,800",NA,NA,NA,"17,395","43,247","139,161","345,975",30,NA,NA,NA,"-1,149","-976,546",,"-1,374","-1,168,149",,Moderate,46,91,,94,75,100,100,100,https://www.edp.com/sites/default/files/2021-04/Sustainability%20Report%20EDP%202020_1.pdf; https://www.edp.com/sites/default/files/edp_green_bond_framework_october_2018_vfinal_revisao_2019.pdf
US92826CAP77,GLOBAL SR NT 0.750 Aug-15-2027,54143,Visa Inc.,Information Technology,United States,10/08/2020,05/01/2022,05/01/2022,500,USD,1,15-08-27,0.75,Green,0,0,0,22,0,0,78,Undisclosed/Not disbursed proceeds,100,3,0,0,0,4,0,16,0,0,0,0,11,67,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-70,"-34,792",,NA,96,48,,86,42,100,100,100,https://usa.visa.com/content/dam/VCOM/global/about-visa/documents/visa-green-bond-report.pdf
XS1435056426,EUR$ SR NT SER 2016-B 1.850 Jun-20-2026,44259,Southern Power Company,Utilities,United States,13/06/2016,04/01/2022,04/01/2022,500,EUR,1.15,20-06-26,1.85,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,NA,NA,NA,518,NA,NA,NA,"17,268","35,392","172,684","353,918",116,NA,NA,NA,-384,"-219,874",,-456,"-261,478",,Moderate,16,83,,100,100,100,100,100,https://s27.q4cdn.com/273397814/files/doc_downloads/greenbonds/SPC-Green-Bonds-Attestation-Report-Final.pdf; https://investor.southerncompany.com/fixed-income/sustainable-financing/southern-power-green-bonds/june-2016-euro-issuance/default.aspx
XS1716820029,0.625%-FRN SNR 14/11/2023 EUR100000'237',44454,Barclays PLC,Financials,United Kingdom,14/11/2017,05/01/2022,05/01/2022,500,EUR,1.16,14-11-23,0.63,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,"196,315",NA,NA,NA,"196,315",NA,NA,"1,608","12,856","9,647","77,135",NA,4,NA,NA,-5,"-2,677",,-11,"-6,288",,High,85,75,,77,75,100,33,100,https://home.barclays/content/dam/home-barclays/documents/investor-relations/fixed-income-investors/20210323-Barclays-Green-Bond-Investor-Report.pdf
XS2001175657,0.5% SNR NTS 22/05/2026 EUR1000 'REGS',43624,Koninklijke Philips N.V.,Health Care,Netherlands,22/05/2019,05/01/2022,05/01/2022,750,EUR,1.15,22-05-26,0.5,Green,0,0,0,0,0,0,100,Others Green,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-23,"-20,000",,NA,84,0,,94,75,100,100,100,https://www.philips.com/c-dam/corporate/about-philips/investors/debt-info/events/Green_and_Sustainability_Innovation_Bond_Report_2020.pdf
XS2081543204,0.625% SNR NTS 20/11/2026 EUR100000'REGS,234782,Corporaci?n Andina de Fomento,Financials,Venezuela,20/11/2019,04/01/2022,04/01/2022,750,EUR,1.16,20-11-26,0.63,Green,0,0,0,9,0,91,0,Transport,100,4,0,0,3,65,28,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,31,0,0,0,449,NA,"791,755,683",NA,449,NA,"791,755,683",NA,"2,103","85,542","14,720","598,791",125,NA,NA,NA,-116,"-101,154",,-472,"-409,844",,Moderate,63,75,,83,100,100,33,100,https://www.caf.com/media/3381016/green-bond-annual-report-2020.pdf
US74340XBR17,GLOBAL NT 1.250 Oct-15-2030,44251,"Prologis, L.P.",Real Estate,United States,06/08/2020,06/01/2022,06/01/2022,750,USD,1,15-10-30,1.25,Green,0,0,0,100,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,"856,000",NA,NA,NA,"856,000",NA,NA,"6,086","65,913","60,861","659,126",NA,6,NA,NA,-21,"-15,885",,-11,"-8,430",,High,89,84,,100,100,100,100,100,https://prologis.getbynder.com/m/130de0cb3c919d41/original/PROLOGIS-L-P-PROLOGIS-EURO-FINANCE-LLC-PROLOGIS-YEN-FINANCE-LLC-2020-Green-Bond-Report.pdf
XS1892240281,1.25% SNR EMTN 11/10/2022 EUR100000 '12',233506,ALD S.A.,Industrials,France,11/10/2018,29/12/2021,06/01/2022,500,EUR,1.15,11/10/2022,1.25,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NA,NA,"412,358,997",NA,NA,NA,"412,358,997",NA,"7,281","40,778","29,123","163,114",NA,NA,NA,NA,-43,"-24,568",,-41,"-23,700",,High,94,72,,100,100,100,100,100,https://www.aldautomotive.com/Portals/international/Documents/POSITIVE%20IMPACT%20BOND%20REPORTING%20-%20YEAR%202%20-%20FINAL.pdf?ver=2021-01-04-134802-727
